GEOID,zip_code,route_id,total_pop,black_pop,hispanic_pop,asian_pop,white_pop
390610030003003,45220,17,0,0,0,0,0
390610083002004,45239,19,59,9,6,0,44
390610209012002,45211,3331,307,17,3,1,269
390610254024001,45212,51,71,5,0,0,66
390610230013016,45241,67,0,0,0,0,0
390610232011007,45215,43,5,0,2,0,0
390610010002009,45202,24,15,2,1,0,10
390610252001008,45212,4073,103,18,7,0,66
391650320061007,45039,71,236,8,2,7,215
391650320081003,45040,71,0,0,0,0,0
391650320091026,45040,71,96,8,5,44,33
391650320081043,45040,71,0,0,0,0,0
391650320081005,45040,71,0,0,0,0,0
390610258003035,45217,3162,37,10,0,0,27
390610030001004,45220,19,426,32,6,72,290
390610060002015,45216,5161,15,0,11,0,1
390610061001027,45216,78,0,0,0,0,0
390610213032000,45238,3381,228,12,2,2,206
390610026002008,45202,17,88,51,10,0,24
390170111233019,45069,42,0,0,0,0,0
390610230012003,45241,67,0,0,0,0,0
390610224002027,45246,78,40,3,0,0,37
390250405003006,45150,29,12,1,0,3,2
391650320032004,45040,71,468,5,6,10,438
391650320091045,45040,71,55,1,3,6,44
391650320081038,45040,71,0,0,0,0,0
391650320081044,45040,71,106,0,6,12,79
390170111092003,45069,42,0,0,0,0,0
390610075001003,45223,27,94,38,2,1,41
390610046031003,45230,24,153,19,1,0,122
390610235224004,45242,3,0,0,0,0,0
390610051001011,45208,4002,82,3,9,1,66
390610036002005,45206,1141,25,19,5,0,0
390610235224001,45242,3,73,1,4,1,66
390610220001005,45218,14,132,5,4,1,110
390610235211009,45242,67,31,11,0,3,17
390610273001002,45174,29,80,0,4,2,69
390610223011004,45246,20,70,5,28,2,31
390610223013016,45246,23,36,4,5,1,25
390610017002011,45202,17,0,0,0,0,0
390610207632005,45239,74,163,18,4,25,111
390610223023008,45241,67,146,5,1,2,131
390610083003004,45239,41,58,28,6,1,22
390610084001004,45239,41,364,243,5,0,100
390610218023015,45239,17,36,16,1,0,16
390610274001006,45215,43,28,6,3,0,19
390610046021005,45230,5101,27,0,0,0,25
390610216021001,45231,16,38,27,1,0,3
390610111002008,45224,3311,123,96,3,0,18
390610274003000,45215,43,7,0,0,0,6
390610232013004,45215,43,49,3,2,0,44
390610230013017,45241,67,0,0,0,0,0
390610227003027,45215,78,7,5,2,0,0
390610037001009,45206,24,37,27,3,0,7
390610207644000,45239,19,576,284,34,31,183
390610097002000,45205,4951,150,44,5,0,89
390610263001026,45204,31,0,0,0,0,0
390610253003004,45212,4,54,9,2,0,41
390610209021009,45211,3331,53,14,4,0,27
390610072001011,45220,38,97,5,3,45,36
390610049004009,45208,11,192,10,10,31,137
390610073002023,45232,16,0,0,0,0,0
390610061001032,45216,41,93,14,57,0,17
390610086011017,45225,49,68,48,3,0,14
390610092002012,45204,5151,29,4,1,1,17
390610273001001,45174,29,26,1,1,8,16
390610236001011,45236,4,45,13,6,0,20
390610097005005,45205,1151,299,145,48,3,89
390610057021008,45213,3371,56,38,1,0,16
390610221023004,45231,20,0,0,0,0,0
390610223012002,45246,20,0,0,0,0,0
390610083003000,45239,17,0,0,0,0,0
390610242001004,45227,5172,28,15,0,0,12
390610027001017,45219,64,215,21,4,36,144
390610030002002,45219,78,1228,208,12,60,927
390610207051005,45251,19,117,44,3,3,61
390610265002052,45202,85,0,0,0,0,0
390610065021004,45229,78,7,1,1,0,0
390610223012015,45246,20,0,0,0,0,0
390610214221008,45238,77,81,0,4,0,73
390610256001004,45212,4,63,0,3,3,56
390610240016006,45236,5172,59,6,6,4,43
390610221024001,45231,20,338,147,7,35,111
390610217012009,45231,17,16,0,0,0,13
390610236004004,45236,2421,48,8,0,0,36
390610267001034,45206,43,12,11,0,0,0
390610093001001,45204,5151,0,0,0,0,0
390610080002004,45232,43,0,0,0,0,0
390610028002022,45225,16,37,9,1,0,27
390610232103008,45236,2421,45,0,3,0,40
390610048002005,45208,25,115,7,6,0,100
390610101003018,45211,38,10,0,0,0,10
390610221012002,45231,20,568,196,22,8,315
390610242001017,45243,11,23,2,0,0,21
390610207425001,45251,17,78,18,12,2,29
390610074002010,45223,27,22,0,1,0,19
390610277001027,45223,27,40,26,1,0,12
390610074002034,45223,16,0,0,0,0,0
390610232012006,45237,43,0,0,0,0,0
390610082022003,45224,4012,55,10,4,5,33
390610207012000,45251,17,733,50,3,4,649
390610251024006,45255,30,37,3,2,2,26
390610007002026,45202,21,0,0,0,0,0
390610235225001,45242,3,53,2,1,11,26
390610055001019,45227,28,10,6,0,0,3
390610007001030,45202,1,0,0,0,0,0
390610064004013,45237,78,0,0,0,0,0
390610254012004,45212,4,0,0,0,0,0
390610256001003,45212,51,137,5,5,2,121
390610016001008,45214,6,1,1,0,0,0
390610016001000,45214,64,27,14,2,0,8
390610077002012,45223,3337,51,48,0,0,2
390610271003002,45216,41,3,1,0,0,2
390610094001000,45205,4951,45,20,6,0,17
390610056004026,45227,11,134,46,4,0,82
390610251034004,45255,75,407,0,0,19,383
390610207423002,45251,17,38,21,8,0,4
390610276002003,45213,4,0,0,0,0,0
390610269002019,45214,49,42,36,0,0,4
390610239014002,45242,3,0,0,0,0,0
390610240021017,45243,4,53,1,3,7,40
390610241006008,45243,2,33,0,3,0,28
390610241001007,45243,2,141,1,6,8,120
390610052001002,45209,3171,139,0,0,0,135
390610253001005,45212,4,59,12,17,1,29
390610258003039,45217,78,0,0,0,0,0
390610028002002,45225,20,97,27,6,1,60
390170111232009,45069,42,0,0,0,0,0
391650320081016,45040,71,111,3,2,37,57
390250404013004,45150,29,90,5,1,0,77
391650320091050,45040,71,13,5,3,4,1
391650319061004,45040,71,59,5,1,1,46
390610208123000,45247,74,604,84,25,3,470
390610104001017,45233,32,8,0,0,0,8
390610094001017,45205,4951,97,37,13,1,44
390610232222006,45215,43,25,4,1,0,15
390610239014005,45242,3,131,1,6,14,109
390610226023000,45215,78,20,2,0,0,18
390610097004006,45205,1151,398,157,83,2,124
390610237011011,45236,3,93,1,1,0,86
390610074001020,45223,16,77,49,4,3,19
390610215041003,45240,20,0,0,0,0,0
390610215063005,45240,20,199,114,20,0,48
390610235211013,45242,67,30,25,0,4,0
390610265002068,45202,90,0,0,0,0,0
390610009001023,45202,78,35,34,1,0,0
390610243013008,45249,71,0,0,0,0,0
390610215091002,45240,17,329,167,4,1,150
390610227001009,45215,78,74,65,0,0,1
390610244013022,45227,4023,53,25,0,0,22
390610098001012,45205,4952,97,50,11,1,24
390610047031031,45226,4002,0,0,0,0,0
390610055001008,45227,28,19,7,3,0,7
390610221024002,45231,16,232,69,12,19,126
390610061001000,45216,78,0,0,0,0,0
390610232013016,45215,43,0,0,0,0,0
390610223023004,45241,67,438,34,1,23,374
390610213044006,45238,50,0,0,0,0,0
390610227001001,45215,78,0,0,0,0,0
390610007001001,45202,40,0,0,0,0,0
390610240021006,45236,3,21,3,4,2,9
390610223011012,45246,23,352,100,238,0,9
390610233001012,45236,2421,355,23,1,39,275
390610074001011,45223,27,57,3,4,0,47
390610106001026,45233,3381,16,0,0,0,16
390610053022002,45209,4023,0,0,0,0,0
390610053012014,45209,3171,174,3,11,3,152
390610266002056,45226,28,1,0,0,0,1
390610209024003,45211,3331,125,6,1,0,103
390610061002023,45216,78,25,4,11,3,5
390610256004006,45212,43,67,11,1,0,46
390610272002016,45214,2431,0,0,0,0,0
390610263001018,45204,31,0,0,0,0,0
390610102015001,45238,6,65,29,2,0,34
390610018001001,45202,3,22,2,6,0,13
390610236001006,45236,4,0,0,0,0,0
390610237012005,45236,4,51,4,4,2,40
390610098001017,45205,2431,126,72,8,0,43
390610107001005,45238,32,143,70,23,2,47
390610261023013,45030,52,10,0,0,0,10
390610254024007,45212,51,74,6,0,0,64
390610055001000,45227,28,48,45,0,0,3
390610105001014,45233,32,72,2,10,2,58
390610033002000,45219,90,66,5,0,0,58
390610099011005,45238,3351,95,16,1,0,75
390610099022013,45238,32,67,2,5,1,51
390610010003017,45202,24,0,0,0,0,0
390610011001019,45202,24,16,6,1,0,9
390610235211034,45242,67,38,17,1,3,8
390610274002005,45215,78,85,35,0,0,40
390610046031000,45230,24,203,37,3,0,151
390610215091025,45231,20,0,0,0,0,0
390610252002002,45212,4,196,16,4,0,170
390610018002014,45219,19,0,0,0,0,0
390610222002007,45224,4312,42,10,9,1,10
390610056001011,45227,4023,33,6,2,9,16
390610056004007,45227,25,9,6,2,0,1
390610102013001,45211,33,0,0,0,0,0
390610056003006,45227,25,56,11,2,0,38
390610221024003,45231,16,281,121,12,20,116
390610273002057,45174,29,10,0,0,3,0
390610275003045,45230,4004,9,0,0,0,9
390610207412001,45251,17,49,13,2,0,23
390610252005001,45212,43,62,13,3,0,24
390610019002002,45206,1,123,15,3,0,104
390610235221004,45242,3,93,3,0,16,72
390610247002001,45227,29,64,6,1,0,46
390610247002024,45227,29,21,0,10,0,8
390610088001010,45211,21,38,20,4,0,2
390610208023007,45211,3311,115,25,0,3,82
390610277001010,45223,3337,38,28,2,0,5
390610030003006,45219,17,1742,357,17,105,1213
390610018002007,45202,24,31,6,4,1,18
390610220002001,45231,20,0,0,0,0,0
390610265003028,45202,90,12,1,1,6,2
390610234001008,45237,2471,58,23,2,0,18
390610059001009,45237,2471,24,16,4,0,3
390610074002018,45223,27,20,10,2,0,6
390610074002031,45223,16,276,33,7,15,218
390610106001014,45233,32,10,2,0,0,7
390610016001006,45214,21,67,53,0,0,13
390610254024010,45212,51,40,3,1,0,34
390610238002001,45236,5172,145,1,3,7,133
390610270003000,45229,4004,0,0,0,0,0
390610237022005,45236,3,51,9,0,0,42
390610238005009,45236,4,13,2,2,0,7
390610102021003,45211,41,22,0,0,0,22
390610241001003,45243,2,198,4,0,7,182
390610248002027,45227,29,19,0,2,0,17
390610032001010,45219,90,92,14,2,7,65
390610267001061,45206,43,17,12,0,0,4
390610093002008,45204,32,0,0,0,0,0
390610209025010,45211,21,86,15,0,0,68
390610208021007,45211,3333,94,1,1,0,87
390610209011009,45211,40,84,6,0,0,68
390610033001006,45219,4912,62,17,0,6,39
390610267002002,45206,1141,1,1,0,0,0
390610260011017,45030,52,0,0,0,0,0
390610215061002,45240,20,135,95,14,6,17
390610007001021,45202,1,0,0,0,0,0
390610268002013,45202,1,25,0,2,0,22
391650319062016,45040,71,0,0,0,0,0
391650320091042,45040,71,25,3,4,3,15
390250413061010,45245,82,118,0,1,4,112
390610263001075,45203,33,0,0,0,0,0
390610257003001,45216,78,45,20,2,5,17
390610040001007,45207,11,178,133,6,0,38
390610057022001,45213,3,133,13,6,4,94
390610208021013,45211,3311,18,2,0,0,8
390610221024014,45231,16,96,26,5,22,42
390610025001005,45219,17,994,196,53,73,633
390610215042006,45240,20,154,99,8,14,15
390610274002030,45215,43,41,7,0,0,31
390610225002012,45215,78,35,25,4,2,0
390250405001011,45150,29,11,0,1,0,9
391650320033035,45040,71,0,0,0,0,0
390170111092016,45069,42,8,0,1,1,3
390610080001004,45232,43,979,822,11,3,45
390610073001006,45232,43,139,59,10,2,56
390610227001006,45215,78,61,51,7,0,0
390610273001008,45174,29,53,0,4,0,49
390610250022000,45230,24,35,0,3,1,26
390610215062016,45240,20,250,141,39,16,43
390610223024013,45242,67,0,0,0,0,0
390610269001003,45214,31,0,0,0,0,0
390610264001019,45214,49,22,18,0,0,3
390610231001025,45241,43,538,59,0,47,421
390610061002022,45216,78,51,5,21,3,20
390610266002052,45226,28,0,0,0,0,0
390610055004019,45227,25,18,14,1,0,3
390610232222000,45215,43,71,13,6,0,52
390610007003029,45202,100,197,103,10,0,83
390610010002016,45202,17,32,18,0,0,13
390610061002028,45216,78,11,0,7,0,2
390610235013008,45236,4,0,0,0,0,0
390610085021006,45225,3335,421,371,20,0,3
390610088001008,45211,21,103,85,2,2,9
390610216043003,45231,17,45,34,3,0,6
390610223012008,45246,23,244,45,8,6,164
390610093003002,45205,4951,82,45,16,0,19
390610056004015,45227,25,23,16,0,0,2
390610063002005,45237,43,176,158,3,0,7
390610051002000,45208,4023,203,2,7,12,180
390610049004007,45208,11,21,5,1,0,14
390610255003001,45212,4,213,41,7,0,163
390610255002002,45212,4,67,12,7,0,43
390610256004005,45212,4,132,7,4,0,114
390610256004001,45212,4,58,6,2,0,49
390610266001015,45226,28,7,0,0,0,7
390610212023000,45238,4051,15,2,0,0,12
390610271002000,45237,43,937,808,4,16,85
390610243223001,45249,3,66,0,1,0,62
390610274002011,45215,78,0,0,0,0,0
390610226021009,45215,78,51,2,1,0,45
390610030003002,45220,17,695,107,11,35,527
390610063005005,45237,43,61,56,2,1,2
390610232013009,45215,43,15,1,0,2,11
390610266001008,45226,28,25,1,0,0,23
390610261042008,45030,52,131,0,6,1,122
390610099021007,45238,32,19,0,2,0,12
390610071001011,45220,4041,73,1,3,0,60
390610249032005,45244,5101,258,5,2,1,234
390610270004005,45229,46,93,91,0,0,1
390610049001007,45208,25,96,0,13,0,77
390610049003000,45208,25,740,38,13,23,640
390610238004017,45236,5172,120,74,2,1,40
390610056002017,45227,4023,19,1,2,0,16
390610097003010,45204,77,31,8,2,0,17
390610007002034,45202,74,329,18,17,54,235
390610027001002,45214,64,35,14,4,0,9
390610083001005,45239,17,556,369,19,7,130
390610074001002,45223,27,99,11,3,0,79
390610227002011,45215,78,32,27,3,2,0
390610209025007,45211,21,88,29,0,2,57
390610239021000,45242,67,487,9,3,11,460
390610046023005,45230,24,21,3,3,0,8
390610264003001,45214,3341,0,0,0,0,0
390610277001008,45223,3337,11,7,0,0,4
390610077002022,45223,3337,18,10,3,0,0
390610041001013,45206,24,156,18,3,24,106
390610237011010,45236,3,72,6,0,3,59
390610240016002,45236,4,41,9,1,6,17
390610240012009,45236,3,12,0,0,0,12
390610033001001,45219,46,39,9,2,2,25
390610263001068,45203,49,0,0,0,0,0
390610251026000,45255,30,181,0,2,2,169
390610030003007,45219,78,0,0,0,0,0
390610243231002,45140,71,0,0,0,0,0
390610215094012,45231,17,60,10,0,3,36
390610223013019,45246,23,73,6,4,0,56
390610277001030,45223,27,59,37,9,2,10
390610082021000,45224,1711,206,180,1,0,13
390610213023001,45233,3381,779,1,0,0,776
390610223012004,45246,78,0,0,0,0,0
390610065021007,45229,43,256,129,0,21,77
390610254022013,45209,51,10,4,2,0,1
390610018001015,45202,3,42,3,0,0,35
390610264003013,45214,21,0,0,0,0,0
390610213044001,45238,32,111,4,2,0,100
390610233001005,45236,2421,34,4,0,1,28
390610032001016,45219,46,0,0,0,0,0
390610016002009,45202,21,0,0,0,0,0
390610007002027,45202,33,0,0,0,0,0
390610092001003,45205,4952,53,7,40,0,4
390610272002003,45214,49,63,53,1,1,7
390610221021000,45231,20,496,178,26,77,189
390610267001002,45206,43,3,2,0,0,1
390610010003016,45202,24,0,0,0,0,0
390610251034003,45230,75,481,17,17,5,419
390610208112001,45239,41,50,5,0,11,31
390610083002005,45239,17,58,21,1,4,28
390610049004012,45226,28,562,21,20,15,490
390610254012010,45212,4,26,0,1,0,20
390610256001001,45212,51,63,1,3,0,57
390610041001012,45206,4031,77,49,2,0,24
390610218013004,45239,17,48,19,1,0,19
390610007003014,45202,4,0,0,0,0,0
390610252003002,45212,4,79,16,7,0,56
390610100044000,45238,64,332,263,22,2,29
390610104001001,45204,50,22,1,1,0,19
390610264003007,45214,49,0,0,0,0,0
390610271003004,45216,78,0,0,0,0,0
390610247002025,45227,29,0,0,0,0,0
390610218021012,45239,17,25,18,2,0,2
390610094001008,45205,2431,79,49,11,0,13
390610230012008,45246,23,0,0,0,0,0
390610048002001,45208,4002,153,1,8,0,134
390610082021007,45224,4012,68,24,6,0,33
390170111233020,45069,42,0,0,0,0,0
390610230013004,45241,67,0,0,0,0,0
390610060002019,45216,78,76,37,3,0,29
391650319061025,45040,71,0,0,0,0,0
391650320091022,45040,71,0,0,0,0,0
391650319062011,45040,71,445,8,16,110,297
391650320031003,45039,71,44,8,4,9,23
391650320033015,45040,71,0,0,0,0,0
390170111092015,45069,42,70,0,10,4,51
390610073001009,45232,20,41,11,2,0,22
390610272001002,45214,6,57,52,1,0,3
390610232221000,45215,43,149,14,0,0,135
390610250024003,45230,24,177,8,7,0,156
390610235211020,45242,67,0,0,0,0,0
390610073001000,45232,43,368,231,3,0,121
390610265002028,45202,27,0,0,0,0,0
390610060002010,45216,78,74,26,1,0,46
390610055001010,45227,28,13,8,0,0,4
390610255003005,45212,4,83,21,1,0,55
390610232101002,45215,43,121,47,21,1,40
390610098001000,45214,6,24,5,1,0,15
390610221022002,45231,20,108,11,1,13,72
390610081002002,45224,3311,407,272,10,4,99
390610254011007,45212,51,0,0,0,0,0
390610208122001,45247,41,105,2,2,2,93
390610272002001,45214,2431,43,17,3,0,22
390610218023006,45239,17,10,6,1,0,3
390610243223002,45249,3,0,0,0,0,0
390610095001000,45205,4951,94,33,37,0,22
390610226023017,45215,78,65,0,3,1,61
390610226023020,45215,4061,125,21,4,0,89
390610071001012,45220,4041,281,12,11,8,242
390610010003009,45202,100,4,1,1,1,0
390610265002033,45202,90,0,0,0,0,0
390610050004001,45208,51,0,0,0,0,0
390610266002007,45202,2401,79,0,0,1,77
390610218014001,45231,17,0,0,0,0,0
390610080002000,45232,43,0,0,0,0,0
390610038002002,45207,31,93,86,2,0,3
390610218012004,45239,17,29,11,4,0,13
390610267002010,45206,3171,82,63,0,0,16
390610237014007,45236,2421,76,0,3,2,70
390610237012000,45236,3,0,0,0,0,0
390610237022000,45236,3,61,0,1,0,50
390610046023003,45230,24,20,2,0,3,6
390610274003021,45215,43,0,0,0,0,0
390610208021014,45211,4034,0,0,0,0,0
390610218012014,45239,17,41,27,0,0,13
390610058003015,45213,11,55,21,1,1,29
390610207014000,45239,19,830,199,33,48,515
390610221023008,45231,20,42,20,6,1,13
390610261041003,45030,52,3,0,0,0,3
390610064003018,45229,78,0,0,0,0,0
390610070003004,45220,19,126,19,3,3,92
390610241003002,45243,4,90,0,2,5,79
390610248001002,45227,29,67,0,1,0,65
390610033002012,45219,19,0,0,0,0,0
390610049003013,45208,24,49,0,5,0,33
390610221022010,45231,20,100,12,1,0,82
390610256004004,45212,4,27,0,0,0,20
390610102015009,45238,33,311,182,5,13,111
390610218015006,45231,17,212,105,2,0,95
390610029011005,45220,17,6,0,0,0,0
390610265003016,45202,27,0,0,0,0,0
390610055004018,45227,11,7,3,0,0,0
390610226022011,45215,78,46,24,5,1,14
390610266001018,45226,28,0,0,0,0,0
390610022002006,45219,19,0,0,0,0,0
390610215014006,45246,23,90,10,16,3,61
390610277002012,45223,5111,38,17,0,4,7
390610016002012,45202,21,8,5,1,0,2
390610222002013,45224,20,110,60,3,1,39
390610240012012,45242,3,24,8,0,0,16
390610022003006,45219,43,49,35,1,0,8
390610063004005,45229,78,0,0,0,0,0
390610263001078,45203,27,0,0,0,0,0
390610236004002,45236,2421,198,10,2,6,175
390610235013005,45236,4,947,54,27,395,449
390610018002013,45219,19,108,28,6,0,60
390610258004006,45217,78,75,3,1,1,64
390610023001027,45202,17,28,5,0,0,21
390610223012022,45246,23,14,0,3,0,11
390250405005022,45150,29,27,0,0,0,23
390610248003013,45227,29,43,0,0,0,42
390610243241005,45140,71,9,0,2,3,1
390610059001005,45237,43,14,10,0,0,1
390610234001010,45237,2471,135,84,0,0,39
390610250021006,45230,81,95,0,2,0,79
390610230013001,45241,67,122,17,10,9,79
390610037001001,45206,24,0,0,0,0,0
390610253002000,45212,4,234,39,16,2,158
390610106001027,45233,3381,81,0,1,0,77
390610102012001,45211,2432,75,16,2,0,56
390610254024000,45212,51,35,0,2,0,30
390610106001019,45233,3381,15,0,1,0,6
390610223013022,45246,23,67,22,6,2,33
390610065022015,45229,2411,43,5,1,0,28
390610101003024,45211,38,5,4,0,0,1
390610102022002,45211,38,104,1,1,0,99
390610049002004,45208,25,117,9,6,9,80
390610049001006,45208,25,86,0,2,4,79
390610269001047,45214,6,0,0,0,0,0
390610009001009,45202,100,21,1,3,0,15
390610204013020,45001,32,0,0,0,0,0
390610263001046,45203,31,0,0,0,0,0
390610086012019,45225,49,16,16,0,0,0
390610231001017,45215,78,0,0,0,0,0
390610217011005,45231,17,77,11,1,3,53
390610267001022,45206,43,0,0,0,0,0
390610057021001,45213,3371,42,30,2,0,6
390610253001002,45212,4073,149,12,0,0,134
390610254012018,45212,51,76,6,5,3,57
390610038002009,45207,31,48,37,3,1,3
390610022001000,45202,43,91,50,4,1,28
390610209021005,45211,41,308,135,4,0,166
390610065023005,45229,78,136,114,4,0,10
390610097002005,45205,32,30,0,2,1,25
390610264001022,45214,49,65,60,1,0,0
391650320091029,45040,71,0,0,0,0,0
391650320062029,45249,71,102,2,2,48,49
391650320062033,45140,71,38,12,0,3,16
391650319044019,45040,71,122,0,2,1,116
390250405001010,45150,29,35,1,0,0,34
390610277001037,45223,27,26,7,0,0,19
390250413062007,45245,82,12,0,0,4,6
390250405002006,45150,29,17,1,1,0,15
391650319044020,45040,71,0,0,0,0,0
390610027001027,45214,31,8,0,2,0,6
390610272001005,45211,6,275,153,7,0,93
390610017002000,45202,17,14,10,0,0,4
390610082013004,45224,17,60,28,1,0,24
390610232011024,45215,43,22,0,2,0,18
390170111232005,45069,42,0,0,0,0,0
390610233002002,45213,4071,37,0,2,4,26
390250405005019,45150,29,43,1,0,1,40
390250413062011,45245,82,0,0,0,0,0
390250405002008,45150,29,5,0,0,0,2
391650320031014,45039,71,0,0,0,0,0
391650320031001,45039,71,85,0,3,4,77
390610080001001,45232,43,91,53,28,0,6
390610271004000,45237,4961,252,209,1,1,34
390610064001001,45237,5162,22,17,0,0,0
390610082012008,45224,1741,43,40,0,0,3
390610241005004,45243,2,70,0,2,1,63
390610083001008,45224,17,0,0,0,0,0
390610102013009,45248,33,33,1,2,0,24
390610216022004,45231,17,17,6,3,0,0
390610207412009,45251,17,53,8,7,3,23
390610061001024,45216,78,22,2,7,1,10
390610058004008,45213,2471,249,182,6,0,47
390610265002027,45202,90,0,0,0,0,0
390610060003006,45216,78,86,19,6,5,52
390610048001022,45208,4002,33,2,0,3,22
390610215014002,45246,23,68,23,10,3,29
390610255002014,45212,4,97,17,0,0,73
390610221025005,45231,20,89,26,0,10,45
390610255001014,45212,4,25,2,7,1,14
390610232221002,45215,43,337,22,0,0,299
390610255002004,45212,43,205,37,3,0,160
390610277004000,45223,27,50,8,0,0,35
390610236002007,45236,4,184,2,2,1,169
390610220002013,45218,20,32,14,0,0,9
390610220003006,45218,20,307,82,4,4,203
390610209025005,45211,3331,57,11,0,0,42
390610265002020,45202,90,0,0,0,0,0
390610269002034,45214,16,14,4,2,0,8
390610007003051,45202,27,0,0,0,0,0
390610243241003,45140,71,134,3,6,15,103
390610057023005,45212,3,78,31,5,0,35
390610268002005,45202,1,48,3,0,0,39
390610237012003,45236,4,117,15,1,0,92
390610097003003,45205,32,174,54,29,0,85
390610011001032,45202,24,0,0,0,0,0
390610010002000,45202,24,0,0,0,0,0
390610274001019,45215,78,47,7,0,3,35
390610265002007,45202,1,160,3,1,3,148
390610025001000,45219,90,0,0,0,0,0
390610056002024,45227,11,18,3,0,0,15
390610248002031,45227,29,43,3,1,0,36
390610221022001,45231,20,24,2,1,2,16
390610226015001,45215,78,102,15,0,9,71
390610215015002,45246,23,40,4,2,4,30
390610080004000,45232,43,1001,865,15,3,70
390610208111000,45239,41,964,83,15,22,804
390610039002007,45207,11,32,29,0,0,1
390610007002020,45202,33,3,0,0,0,1
390610239021005,45242,3,0,0,0,0,0
390610053023007,45208,4023,240,7,4,4,219
390610263001107,45203,27,0,0,0,0,0
390610093002001,45205,4951,76,47,6,0,18
390610277002002,45223,1742,448,220,5,5,194
390610261041002,45030,52,209,0,0,4,203
390610102013006,45248,33,245,100,14,0,118
390610254021009,45212,51,65,8,3,0,54
390610257001014,45216,78,50,10,0,0,39
390610072001007,45220,19,61,8,0,2,39
390610055001003,45227,28,21,6,1,0,13
390610105001010,45233,3381,8,0,2,0,3
390610241004004,45243,4,86,0,1,0,78
390610103001020,45204,50,45,0,1,0,39
390610055003003,45227,28,0,0,0,0,0
390610037001006,45206,3171,34,26,0,0,3
390610032001019,45219,24,0,0,0,0,0
390610207051002,45251,19,1556,405,79,133,855
390610207641001,45239,74,343,79,4,70,177
390610263001005,45214,16,0,0,0,0,0
390610231001020,45241,43,0,0,0,0,0
390610258001001,45217,3162,107,12,5,4,73
390250405004001,45150,29,521,12,5,5,489
390610036001004,45206,3171,4,0,0,0,0
390610239023012,45242,3,0,0,0,0,0
390610060004001,45215,4061,90,58,3,4,19
390610074001005,45223,27,77,13,2,1,54
390610251025004,45255,30,96,2,0,0,91
390610258002009,45217,2411,350,63,5,1,272
390610237013002,45236,4,502,27,11,43,405
390610236003003,45236,4,244,28,9,3,193
390610033002013,45219,19,293,13,11,83,181
390610264003023,45203,33,69,16,2,1,46
390610263001106,45203,33,0,0,0,0,0
390610232013008,45215,43,54,5,10,0,38
390610232011028,45215,43,26,0,0,0,24
390610237021002,45236,3,68,0,10,4,53
390610102022003,45211,4331,193,33,0,0,155
390610256002007,45212,4,66,2,7,0,55
390610040001006,45208,11,40,5,2,0,27
390610085021002,45223,3335,0,0,0,0,0
390610232011027,45215,43,52,1,1,0,49
390610058005006,45213,4,63,49,1,0,11
390610268001015,45202,1,0,0,0,0,0
390610265002062,45202,85,0,0,0,0,0
390610264003008,45214,6,0,0,0,0,0
390250413062004,45245,82,61,5,4,0,45
390610265001004,45203,33,20,0,0,1,17
390610277001014,45223,27,6,5,0,0,0
390610056001019,45227,4023,16,5,2,0,7
390250405005018,45150,29,10,0,3,0,3
390610253002009,45212,4,0,0,0,0,0
390610083001006,45239,17,36,12,2,0,12
390610215091015,45231,17,43,9,2,6,26
390610073002013,45232,16,0,0,0,0,0
390610027001033,45219,64,41,3,5,0,30
390610215062017,45240,20,131,93,16,0,4
390610232011014,45215,43,75,5,0,0,69
390610224002023,45246,78,0,0,0,0,0
390610276002004,45213,4,0,0,0,0,0
390610028002004,45225,20,21,2,1,0,11
390610234001003,45237,2471,105,61,8,1,30
390170111091025,45069,42,16,0,1,1,13
390170111253004,45069,42,59,4,9,6,38
391650320062025,45249,71,0,0,0,0,0
391650319062012,45040,71,52,6,3,18,24
390610073002003,45232,20,142,71,5,7,54
390610064002005,45237,5162,10,6,1,0,3
390610277002000,45223,27,371,189,3,6,164
390610218014008,45239,17,218,136,0,0,67
390610217022002,45231,16,64,23,0,3,34
390610019001007,45206,1,59,40,8,0,10
390610081001002,45224,1741,11,11,0,0,0
390610232222011,45215,43,63,1,3,6,49
390610215051003,45240,20,73,39,17,0,14
390610271003006,45237,41,0,0,0,0,0
390610106001006,45233,32,0,0,0,0,0
390610264004001,45203,49,0,0,0,0,0
390610223013000,45246,20,0,0,0,0,0
390610252001003,45212,43,97,0,1,1,92
390610056004009,45227,25,78,19,2,4,43
390610055002002,45227,25,29,16,4,0,9
390610276001024,45212,3,0,0,0,0,0
390610011001011,45202,4052,19,9,0,1,3
390610208021005,45211,3333,73,4,1,4,63
390610096003000,45205,32,88,24,18,1,39
390610265002038,45202,90,0,0,0,0,0
390610049003004,45208,51,116,0,2,4,104
390610276002001,45213,4,0,0,0,0,0
390610016001003,45214,6,6,1,0,0,5
390610254023007,45212,51,80,6,7,0,66
390610042001011,45206,31,91,9,6,0,66
390610266002003,45202,2401,30,7,0,5,18
390610205052008,45251,17,82,11,2,7,52
390610057022000,45213,3,89,23,4,8,46
390610038001010,45207,4,56,50,5,0,0
390610039002000,45207,5151,46,40,0,0,4
390610238004005,45236,4,53,31,0,0,13
390610238005005,45236,5171,67,26,6,0,34
390610230012015,45241,23,145,0,0,14,119
390610244013012,45227,29,96,0,1,0,94
390610028001009,45223,16,0,0,0,0,0
390610267001048,45206,43,11,7,0,0,4
390610275003042,45230,4004,2,0,0,1,1
