GEOID,zip_code,route_id,total_pop,black_pop,hispanic_pop,asian_pop,white_pop
270370601052019,55118,62-113,56,3,21,0,31
271230312001008,55103,3-113,42,1,4,4,24
271230370002018,55118,62-113,25,0,0,0,20
271230410021009,55112,25-113,48,0,9,0,36
271230342011002,55101,68-113,0,0,0,0,0
271230325004008,55104,902-113,54,22,9,13,7
271230421011019,55126,62-113,0,0,0,0,0
271230334001004,55104,21-113,0,0,0,0,0
271230352003007,55105,70-113,58,1,2,1,54
271230307042009,55106,64-113,71,1,7,40,18
271230365001009,55116,84-113,59,0,1,0,57
271230407091006,55126,227-113,0,0,0,0,0
271230366004005,55105,74-113,232,4,3,0,221
271230306023010,55130,71-113,94,13,5,16,56
271230423022011,55109,64-113,37,1,6,10,20
271230421011027,55117,275-113,96,4,63,2,22
271230307021016,55119,64-113,58,14,8,7,27
271239800001014,55106,70-113,0,0,0,0,0
271230413024011,55113,801-113,0,0,0,0,0
271230413012008,55113,61-113,0,0,0,0,0
271230366003000,55105,70-113,103,0,11,2,84
271230314001007,55117,68-113,78,14,12,14,35
271230426022000,55109,219-113,0,0,0,0,0
271230404023015,55110,219-113,90,2,1,9,75
271230339002004,55104,21-113,85,25,2,34,9
271230410021012,55112,25-113,43,2,6,0,35
271230402001020,55110,265-113,0,0,0,0,0
271230428001004,55103,68-113,67,11,5,15,31
271230369002035,55102,74-113,0,0,0,0,0
271230337002006,55103,16-113,0,0,0,0,0
271230310003009,55106,64-113,128,28,4,90,4
271230403021007,55110,270-113,31,0,2,0,29
271230426022017,55109,219-113,40,1,2,2,27
271230376041020,55116,46-113,158,13,8,6,116
271230407064002,55126,262-113,58,10,4,7,36
271230374032004,55119,63-113,122,6,10,54,43
271230366002013,55116,74-113,58,0,1,0,53
271230305002011,55117,61-113,116,15,9,59,27
271230371003031,55107,75-113,52,0,14,0,35
271230416012016,55113,223-113,88,2,1,1,76
271230320001017,55104,67-113,93,9,8,3,65
271230353003007,55105,83-113,81,6,5,6,61
271230318013014,55106,80-113,56,0,19,3,28
271230404013018,55110,265-113,29,0,0,0,26
271230334004013,55104,921-113,45,1,7,0,32
271230316002000,55106,74-113,127,12,23,66,18
271230371004013,55107,62-113,155,18,37,3,86
271230342031009,55101,275-113,344,203,15,18,100
271230342012005,55101,3-113,0,0,0,0,0
271230422021015,55109,71-113,42,5,1,2,31
270531067002004,55405,6-113,206,9,13,1,175
270530260132013,55346,667-113,24,0,1,0,22
270530106002015,55410,46-113,83,0,4,4,72
270531262022003,55401,14-113,151,6,6,8,120
270530001024004,55430,761-113,0,0,0,0,0
270531093004000,55408,18-113,0,0,0,0,0
271230376032005,55116,84-113,477,371,62,1,24
271230423021002,55109,64-113,56,0,1,16,33
271230312002008,55103,83-113,36,6,2,0,28
271230427002001,55109,219-113,102,24,6,28,43
271230425014033,55119,219-113,0,0,0,0,0
271230346022020,55106,63-113,0,0,0,0,0
271230303001012,55117,61-113,52,2,0,0,41
271230303002009,55117,61-113,75,0,1,0,70
271230427003012,55109,64-113,0,0,0,0,0
271230423022009,55109,64-113,0,0,0,0,0
271230402002028,55110,265-113,32,0,0,0,27
271230315002006,55130,64-113,71,40,5,24,1
271230423023009,55109,64-113,45,5,6,5,23
271230420021003,55108,30-113,321,85,19,66,143
271230409021006,55112,25-113,60,8,10,3,37
271230411032009,55421,4-113,0,0,0,0,0
271230411031012,55421,25-113,62,3,4,0,44
271230335001013,55104,902-113,70,39,10,3,9
271230324001004,55104,83-113,40,14,2,0,18
271230325003003,55104,83-113,87,22,12,10,38
271230405031004,55110,265-113,102,0,4,0,96
271230347024009,55119,74-113,66,3,8,6,41
271230308002007,55117,3-113,35,0,10,3,19
271230342041011,55101,68-113,0,0,0,0,0
271230415002018,55113,261-113,46,0,0,0,45
271230365002010,55105,84-113,71,2,1,4,52
271230407045005,55126,62-113,40,2,4,0,28
271230411074011,55112,4-113,28,8,7,4,5
271239800001011,55106,70-113,0,0,0,0,0
271230346013011,55106,63-113,35,5,2,3,20
271230321001007,55104,67-113,64,0,7,8,44
271230322001008,55104,67-113,49,8,0,3,35
271230323001022,55104,67-113,79,11,3,2,57
271230323002011,55104,67-113,41,5,4,3,26
271230418003029,55113,83-113,49,3,3,10,29
270531259003001,55407,22-113,57,26,18,0,9
270531256003005,55414,902-113,0,0,0,0,0
270531226001000,55416,17-113,25,1,0,1,18
270530216022017,55427,705-113,0,0,0,0,0
270531018002008,55418,17-113,208,150,19,0,32
270531102004008,55406,14-113,72,0,6,6,58
270530059011009,55404,9-113,0,0,0,0,0
270530120012015,55419,156-113,56,1,3,2,47
270531225003002,55426,17-113,35,3,1,6,21
270530238014007,55424,587-113,43,0,4,4,35
270530246002015,55423,18-113,32,1,0,2,25
270531102001014,55407,23-113,62,3,6,3,41
270531108001003,55409,18-113,79,12,6,1,60
270530213001020,55422,14-113,0,0,0,0,0
270530120035007,55417,553-113,83,3,8,5,64
270530003003007,55412,19-113,50,6,5,0,39
270531002001010,55412,5-113,36,0,1,4,26
270539800001054,55450,415-113,0,0,0,0,0
270530254012024,55420,553-113,35,0,4,8,21
270530222004004,55426,645-113,53,1,3,0,49
270530242001010,55423,4-113,31,2,1,0,22
270530242001024,55423,4-113,44,8,1,0,31
270530006015002,55418,10-113,20,1,3,0,15
270530244003013,55423,18-113,48,8,4,0,32
270531226001018,55416,668-113,34,0,7,0,26
271230326002000,55103,67-113,115,26,21,60,2
271230307025010,55119,64-113,23,1,6,1,15
271230409021002,55112,250-113,0,0,0,0,0
271230415002010,55113,261-113,103,6,0,7,89
271230309002001,55130,64-113,15,0,3,1,9
271230415004008,55113,223-113,59,4,3,7,32
271630709092003,55128,294-113,106,6,5,12,79
271630706022042,55082,294-113,0,0,0,0,0
271630712081008,55016,361-113,121,3,8,6,91
271630712084012,55016,365-113,110,2,5,3,79
271630712084020,55016,365-113,153,9,19,16,97
271630709092012,55128,294-113,49,8,2,2,33
271630712071002,55016,361-113,175,1,16,3,138
271630710033052,55055,364-113,10,1,3,0,5
270370604022008,55075,68-113,67,3,21,1,33
271230403012006,55110,265-113,0,0,0,0,0
271230333002001,55104,87-113,0,0,0,0,0
270530258013003,55431,18-113,94,14,6,19,51
270530268144000,55444,722-113,147,51,8,31,44
270530238022000,55410,578-113,76,0,5,8,59
270531116001006,55417,5-113,68,7,1,0,59
270530273004018,55391,645-113,0,0,0,0,0
270370603014010,55075,71-113,0,0,0,0,0
270370601021015,55118,75-113,17,2,1,0,11
270370605032027,55076,68-113,73,4,16,3,45
271450116003021,56301,887-113,30,3,3,5,15
271450003032005,56301,887-113,10,1,2,0,4
270531062002003,55406,2-113,45,2,5,0,31
270530084002007,55407,11-113,120,13,66,8,28
270530268091005,55429,724-113,20,1,5,10,3
270530275012004,55331,671-113,12,0,0,0,12
270531091003005,55410,6-113,26,4,9,0,6
270530120012022,55419,4-113,34,0,1,0,32
270530217003000,55422,14-113,0,0,0,0,0
270530027002000,55411,14-113,106,59,16,1,13
270530222005002,55426,645-113,82,0,5,8,64
270530268183002,55445,705-113,0,0,0,0,0
270530204004003,55429,721-113,0,0,0,0,0
270530227003012,55416,17-113,61,1,3,9,42
270531258004006,55407,21-113,16,2,8,1,4
270530234021018,55343,612-113,40,0,4,6,28
270530259072007,55438,597-113,75,0,0,4,70
271230308003013,55117,3-113,0,0,0,0,0
271230323001000,55104,3-113,0,0,0,0,0
270530262083012,55345,670-113,169,0,3,1,159
270530117034007,55417,14-113,83,4,2,0,68
270531114001009,55419,4-113,68,1,6,0,50
270530247003012,55423,5-113,56,0,6,2,39
270531008002004,55412,19-113,72,42,14,1,10
270530214001021,55422,14-113,34,3,5,4,18
270530119981002,55417,921-113,0,0,0,0,0
270530210015015,55427,756-113,18,0,1,0,17
270531041002013,55405,9-113,278,163,6,4,90
270370605024011,55076,71-113,17,0,2,0,12
271230308001006,55117,3-113,67,7,14,25,20
270530120036007,55419,5-113,72,0,7,1,59
270370603011003,55075,68-113,78,0,18,9,48
270370603013021,55075,68-113,48,0,3,0,45
270370604012009,55075,68-113,89,3,12,3,60
270531086003006,55407,22-113,84,7,14,0,52
270530276012008,55364,677-113,59,2,3,0,47
270530269033013,55316,766-113,43,0,1,0,33
270530084001004,55407,5-113,129,24,50,0,50
270531054001001,55404,9-113,159,77,6,5,54
271410303011017,56304,887-113,0,0,0,0,0
270530246001018,55423,18-113,0,0,0,0,0
270530006012015,55418,4-113,64,1,0,0,60
270531057002000,55404,11-113,0,0,0,0,0
270530006032003,55418,25-113,47,0,4,0,43
270530117032008,55417,14-113,0,0,0,0,0
270530118005016,55417,22-113,57,3,1,0,48
270530003001009,55412,19-113,75,4,2,6,48
270531065001007,55416,25-113,31,0,0,2,29
271630713003086,55071,364-113,46,3,3,0,38
271630714001022,55016,364-113,33,2,0,4,21
270530272032002,55391,645-113,29,0,5,0,16
270530272031019,55391,645-113,33,0,0,0,32
270530272031012,55391,645-113,64,0,2,0,59
270530253022005,55420,535-113,106,5,4,15,63
270530254032006,55420,18-113,0,0,0,0,0
270531090001015,55406,23-113,44,0,2,0,38
270531260004003,55407,27-113,136,90,21,1,11
270531030001005,55413,17-113,43,19,3,3,17
270531100001002,55409,11-113,90,9,44,10,26
271630707062004,55082,294-113,0,0,0,0,0
271630712101013,55016,361-113,0,0,0,0,0
270530201021014,55418,25-113,51,0,6,0,41
270531064002010,55406,7-113,63,0,0,8,51
270530220002001,55416,25-113,71,3,1,5,56
270030510022030,55432,10-113,90,3,8,7,72
270030506052011,55433,766-113,94,13,4,8,63
270030506074005,55433,850-113,41,6,15,4,11
270030508262011,55434,831-113,46,3,3,0,34
270530209033024,55428,716-113,44,8,4,6,24
270530228012001,55416,25-113,55,0,0,0,50
270530239021000,55439,578-113,114,0,5,10,99
270530203033016,55429,724-113,114,8,20,27,54
270530203033000,55429,723-113,75,10,1,41,22
270530222001011,55426,9-113,24,4,2,0,15
270530263022022,55345,671-113,17,0,2,0,14
270530253011005,55420,539-113,38,0,5,2,31
270530229015008,55416,612-113,0,0,0,0,0
270531261024009,55402,902-113,251,20,4,30,183
270530258021013,55431,539-113,35,0,1,0,27
270530083002011,55408,18-113,158,5,54,5,91
270531041002014,55405,9-113,72,35,6,3,26
270531075002008,55404,9-113,12,0,4,6,2
270530119985014,55417,515-113,51,0,6,0,41
270531088001024,55406,901-113,0,0,0,0,0
270530001011014,55430,22-113,70,37,5,12,14
270530216021011,55422,14-113,36,5,1,0,28
270030509023010,55014,250-113,180,15,2,2,159
270030506083005,55433,805-113,137,8,14,11,98
270030507103005,55433,852-113,0,0,0,0,0
270030508112033,55434,10-113,70,6,0,0,63
270030514001016,55421,11-113,61,4,6,0,48
270030512013011,55432,852-113,39,0,4,7,26
270030506084012,55433,805-113,36,6,5,11,7
270531065001017,55416,25-113,61,0,0,0,61
270531051001017,55405,9-113,48,0,0,0,41
270531113002007,55419,4-113,67,0,6,0,59
270531057003007,55403,11-113,0,0,0,0,0
270530276024013,55364,645-113,28,0,1,4,22
270531012001004,55418,4-113,19,0,2,0,16
270530227002012,55416,615-113,38,4,6,2,20
271630712092013,55016,361-113,99,2,7,0,87
271630709071008,55128,219-113,0,0,0,0,0
271630710122002,55125,350-113,39,0,4,2,29
270530210012006,55422,14-113,143,47,6,0,72
270530211002012,55422,758-113,64,7,8,0,42
270530213003014,55422,14-113,73,4,5,0,48
270530106001013,55419,4-113,63,0,0,2,61
270531012004016,55418,25-113,0,0,0,0,0
270530201021000,55418,32-113,75,0,3,10,57
271630707032022,55082,294-113,83,24,13,3,37
271630709112008,55128,294-113,56,4,3,10,36
270530252054001,55425,538-113,0,0,0,0,0
270530251002008,55425,901-113,0,0,0,0,0
270531087003001,55406,21-113,0,0,0,0,0
270531099004003,55409,4-113,71,2,4,2,53
270531056002006,55403,2-113,187,16,17,15,121
270530081002007,55408,4-113,127,0,7,2,117
270531049012013,55455,3-113,0,0,0,0,0
270530204001000,55429,721-113,46,13,7,4,16
270530240052001,55435,578-113,21,0,9,2,6
270531044001015,55403,764-113,0,0,0,0,0
270530263011003,55305,672-113,91,3,3,5,79
270030508271010,55434,831-113,71,9,6,13,39
270030505012028,55303,850-113,16,0,0,0,15
270030504011000,55303,850-113,243,26,0,10,192
270370608144001,55044,467-113,41,3,6,0,30
270530229011006,55416,612-113,62,0,0,0,58
270530240062007,55435,589-113,0,0,0,0,0
270530238014016,55424,587-113,83,0,0,4,66
270530277012009,55364,677-113,95,0,2,0,93
270530203033010,55429,724-113,130,5,19,40,57
270530268152016,55444,722-113,63,16,4,25,15
270531034002013,55411,5-113,0,0,0,0,0
270531049012021,55455,902-113,0,0,0,0,0
270531088001010,55406,7-113,18,0,1,0,12
270370605034013,55076,71-113,57,1,8,0,48
270530227001002,55416,25-113,66,2,1,0,61
270531054002000,55404,5-113,43,0,10,4,26
270530001023014,55430,22-113,81,33,3,10,27
270530219003034,55426,705-113,17,0,2,0,15
270530215054002,55427,705-113,105,23,3,10,62
270530272051013,55356,672-113,165,0,0,1,158
270030502271011,55303,852-113,0,0,0,0,0
270370604021018,55075,68-113,52,1,3,0,44
270530262063004,55345,670-113,40,2,3,2,30
270530247001006,55423,5-113,60,0,2,4,52
270530229022005,55424,46-113,0,0,0,0,0
270531099002008,55409,18-113,69,0,1,3,59
270531044003016,55402,9-113,0,0,0,0,0
270531028003013,55411,923-113,37,15,10,5,0
270530260241003,55347,589-113,63,1,5,11,34
270530213001021,55422,14-113,0,0,0,0,0
270530217001004,55422,14-113,54,6,3,0,40
270530256033011,55431,542-113,51,4,9,3,33
270530223011011,55426,671-113,0,0,0,0,0
270530268092008,55428,716-113,70,2,19,19,24
270530205001015,55430,22-113,123,31,18,24,48
270530268114014,55443,763-113,123,32,8,21,39
270530110002005,55407,14-113,75,7,11,1,46
270530117033008,55417,14-113,81,6,2,0,64
270531026002021,55414,61-113,0,0,0,0,0
270530205003005,55430,22-113,0,0,0,0,0
270370607263011,55121,415-113,0,0,0,0,0
270370606062007,55120,452-113,27,0,1,0,22
270530264031018,55305,672-113,0,0,0,0,0
270530235023002,55436,612-113,0,0,0,0,0
270530084002014,55407,11-113,43,4,10,0,26
270531090002016,55406,23-113,0,0,0,0,0
270530258011005,55431,597-113,45,9,7,8,15
270530265103010,55442,717-113,119,7,2,3,99
270530265102001,55442,717-113,51,1,3,0,43
270030504021006,55303,850-113,54,0,2,1,48
270030508271005,55434,831-113,135,20,0,41,68
270030508232020,55434,854-113,68,4,3,0,59
270030508263004,55434,831-113,56,9,11,2,32
270531009001008,55412,22-113,63,32,2,15,14
270530208043000,55428,716-113,47,0,5,0,35
270370605023011,55076,71-113,56,0,7,0,46
270531037001006,55414,4-113,0,0,0,0,0
270370604012004,55075,68-113,44,0,6,1,34
271630701071005,55025,288-113,98,3,10,9,71
271630712091010,55016,365-113,0,0,0,0,0
271630710124003,55125,355-113,0,0,0,0,0
271630710064020,55125,351-113,0,0,0,0,0
270539801002030,55111,7-113,0,0,0,0,0
270531112001017,55410,46-113,53,1,2,0,50
270531067002007,55405,6-113,186,10,23,3,135
270531262012001,55401,14-113,344,10,5,20,297
270530221022010,55426,9-113,78,6,5,3,63
270530246003000,55423,535-113,0,0,0,0,0
270530024001016,55413,30-113,0,0,0,0,0
270530209022000,55427,716-113,76,17,4,5,41
270530106003007,55410,6-113,55,0,2,0,48
270030507061012,55448,805-113,53,1,6,6,40
270030511033006,55432,10-113,0,0,0,0,0
270030506094003,55448,805-113,0,0,0,0,0
270030511014019,55432,852-113,0,0,0,0,0
270030507042021,55448,805-113,55,1,7,3,38
270530234011013,55343,612-113,87,7,4,0,67
270530215022005,55428,755-113,47,0,5,7,34
270530215021014,55428,716-113,28,1,0,2,18
270530208042003,55428,716-113,40,0,6,1,31
270370605032004,55076,68-113,0,0,0,0,0
271630712091003,55016,365-113,80,10,8,4,54
270531111003018,55406,46-113,68,1,3,0,57
270530201021012,55418,825-113,79,10,2,7,57
270030508073003,55434,831-113,71,8,11,0,49
270030508082010,55434,854-113,97,0,4,0,79
270030511032019,55432,10-113,52,8,2,1,32
270030508281014,55014,262-113,25,1,0,4,19
270030508241012,55434,854-113,34,11,1,7,12
270030511023009,55432,59-113,74,7,44,3,18
270030508112022,55434,10-113,73,0,13,1,58
270030513023027,55421,10-113,59,7,11,11,25
270030505054012,55303,805-113,20,6,0,2,3
270030514001015,55421,11-113,45,2,4,2,36
270530245001015,55423,18-113,38,3,2,0,31
270530262012015,55345,667-113,66,1,3,0,58
270530248023011,55423,5-113,40,2,7,1,30
270030507043013,55448,805-113,104,13,4,6,74
270030507064008,55448,805-113,0,0,0,0,0
270030507091013,55433,850-113,419,21,9,25,363
270030514002006,55421,11-113,34,4,9,6,10
270030512033013,55421,10-113,43,1,4,2,32
270030506112007,55433,805-113,103,2,2,5,83
270030507104016,55433,852-113,18,2,1,12,2
271630714003016,55071,364-113,0,0,0,0,0
271630709072024,55128,219-113,29,0,6,0,20
270030513042005,55421,801-113,80,3,22,5,46
270030511022002,55432,59-113,37,0,2,1,27
270370603014021,55075,68-113,109,12,22,4,60
270370603013010,55075,68-113,58,0,6,0,49
270530006011017,55418,4-113,0,0,0,0,0
270530117042003,55417,5-113,68,4,7,1,55
270530085004007,55407,21-113,80,3,19,2,41
270530085004002,55407,14-113,105,21,66,1,14
270531055003026,55403,25-113,27,0,1,0,23
270530032001010,55411,19-113,46,29,4,0,13
270530204003013,55429,5-113,49,2,11,8,24
270530268183006,55445,724-113,17,7,3,3,0
271630704052002,55082,294-113,0,0,0,0,0
270539801002012,55111,7-113,0,0,0,0,0
270530038012004,55414,6-113,148,2,7,25,100
270530252012003,55425,515-113,0,0,0,0,0
270531111001007,55407,46-113,48,0,2,3,42
270530120034002,55419,18-113,0,0,0,0,0
270531255004023,55420,4-113,13,4,4,2,3
270530257024000,55431,535-113,0,0,0,0,0
270530258011002,55431,535-113,0,0,0,0,0
270530059012004,55404,5-113,0,0,0,0,0
270531048023016,55454,67-113,0,0,0,0,0
270530268143009,55444,722-113,106,15,18,46,24
270530274004022,55391,671-113,36,0,0,0,35
271630710031007,55055,361-113,29,0,6,3,16
270030505054003,55303,805-113,41,1,7,4,24
270030511012003,55432,852-113,0,0,0,0,0
270030509023018,55014,250-113,117,2,2,6,107
270030509023011,55014,250-113,97,0,3,7,80
270030513041012,55421,824-113,93,31,18,8,33
270530256013007,55431,4-113,0,0,0,0,0
270531052041006,55403,11-113,0,0,0,0,0
270530233002003,55343,12-113,51,0,4,0,44
270530207002022,55429,721-113,53,6,0,3,35
270530269034006,55316,766-113,44,0,2,1,36
270531066001003,55405,6-113,167,8,4,0,145
270531115001006,55419,46-113,41,0,1,0,40
270531115004012,55419,18-113,63,2,4,2,52
270531115001001,55419,18-113,59,0,0,5,51
270530269083004,55316,766-113,29,6,0,0,15
270531012001013,55418,25-113,42,1,0,0,34
270530235024000,55436,46-113,45,1,1,1,39
270531226001011,55426,604-113,62,2,1,2,57
270531257003000,55411,5-113,81,39,7,10,15
270370608131024,55044,467-113,0,0,0,0,0
271230423024016,55109,64-113,36,8,4,0,23
271230308002016,55117,3-113,63,10,8,22,16
271230358001017,55102,63-113,36,0,2,0,30
271230368001008,55102,74-113,41,1,2,0,34
271230311003010,55106,64-113,97,5,22,36,23
271230420012002,55108,921-113,0,0,0,0,0
271230347013002,55119,63-113,84,4,11,34,27
271230418002011,55113,921-113,0,0,0,0,0
271230376011001,55116,46-113,26,7,0,0,18
271230337002009,55103,16-113,0,0,0,0,0
271230376015010,55116,46-113,65,0,4,0,55
271230323002002,55104,67-113,83,12,5,4,56
271230352003002,55105,63-113,62,0,0,1,60
271230419003001,55113,921-113,32,0,0,8,21
271230375001008,55116,46-113,62,2,4,0,49
271230318021012,55119,74-113,73,5,5,53,10
271230403022009,55110,270-113,79,2,6,2,69
271230322002005,55104,902-113,83,12,8,0,50
271230410022016,55112,25-113,56,0,3,20,32
271230426021001,55109,270-113,0,0,0,0,0
271230367003021,55102,54-113,0,0,0,0,0
271230353003000,55105,63-113,84,0,2,0,78
271230429001019,55105,63-113,47,0,3,0,37
271230367003009,55102,83-113,0,0,0,0,0
271230342042012,55102,64-113,148,76,11,5,46
271230426021007,55109,219-113,48,0,0,5,36
271230404021007,55110,265-113,98,0,3,4,88
271230428001031,55155,3-113,0,0,0,0,0
271230308004013,55117,3-113,44,1,2,14,23
271230307031007,55106,64-113,51,1,13,17,14
271230307025002,55119,64-113,64,0,6,44,14
271230334003032,55104,21-113,0,0,0,0,0
271230376031003,55116,46-113,381,37,39,22,278
271230353003002,55105,63-113,0,0,0,0,0
271230412001018,55112,250-113,40,0,0,4,31
271230376012002,55116,46-113,51,3,4,5,39
271230410012000,55112,25-113,156,11,15,12,109
271230410011010,55112,25-113,65,1,4,3,57
271230414004009,55113,227-113,46,5,4,2,30
271230414005007,55113,227-113,35,3,2,1,27
271230408042004,55112,225-113,0,0,0,0,0
271230422025002,55117,71-113,53,5,4,36,7
271230332002006,55104,87-113,190,44,22,9,106
271230332002000,55104,16-113,95,16,11,1,64
271230424015000,55109,265-113,0,0,0,0,0
271230319002025,55114,87-113,1,0,0,0,0
271230430021012,55104,355-113,92,0,0,11,71
271230352001010,55104,84-113,103,0,14,9,74
271230411075008,55112,4-113,50,0,10,1,36
270539800001074,55450,54-113,0,0,0,0,0
270531036002021,55401,6-113,0,0,0,0,0
270530078012000,55408,11-113,0,0,0,0,0
270530083001014,55408,18-113,0,0,0,0,0
270531076002014,55406,9-113,40,11,2,3,20
270530237003012,55436,578-113,51,0,3,3,45
271230366001002,55116,74-113,85,0,1,0,81
271230376031001,55116,54-113,179,86,17,18,48
271230365001006,55116,84-113,22,3,0,3,16
271230365004014,55105,74-113,61,0,4,3,53
271230364004001,55105,70-113,75,0,0,1,72
271230427003007,55109,64-113,52,0,3,2,44
271230367003032,55116,83-113,74,0,5,5,62
271230346012009,55106,74-113,64,9,11,22,14
271230412001028,55112,4-113,15,0,7,2,4
271230430014006,55116,70-113,181,0,5,0,167
271230308001012,55117,62-113,95,2,18,44,26
271230340002005,55102,21-113,13,5,0,0,6
271230405023006,55110,265-113,69,3,3,0,61
270370605032010,55076,68-113,90,4,9,6,66
271230426011008,55109,219-113,142,13,8,11,99
271230333002011,55104,21-113,49,2,3,2,39
271230363004012,55116,74-113,26,0,0,0,26
271230420022021,55113,61-113,60,2,7,4,45
271230346022002,55106,74-113,47,5,18,16,7
271230406063011,55127,275-113,55,7,1,2,43
271230405044002,55110,265-113,34,1,1,0,28
271230332001014,55114,63-113,38,2,6,0,28
271230332001019,55114,902-113,0,0,0,0,0
271230371001011,55107,71-113,0,0,0,0,0
271230404021004,55110,265-113,41,2,5,8,26
271230323001007,55104,83-113,29,7,0,1,11
271230318022016,55119,74-113,88,1,6,33,44
271230347024013,55119,219-113,120,9,22,19,64
271230413012001,55113,87-113,27,5,0,0,20
271230365004003,55105,70-113,67,1,4,1,59
271230305002008,55117,61-113,26,3,3,13,3
271230307022008,55119,74-113,44,0,9,9,22
271230317021009,55106,74-113,101,10,56,15,16
270531259001009,55407,27-113,112,15,60,1,18
270530238021005,55410,6-113,51,3,5,1,39
270530006012000,55418,4-113,63,0,10,1,45
270530269082005,55316,766-113,36,1,7,0,26
270530240042003,55435,538-113,0,0,0,0,0
270530240062021,55435,587-113,0,0,0,0,0
270530234021017,55343,612-113,29,0,1,5,21
270530038011008,55414,2-113,201,10,12,17,148
270530059022001,55404,5-113,0,0,0,0,0
270531087001018,55406,22-113,71,9,1,1,49
270531105002005,55406,23-113,64,3,1,0,59
270530258013011,55431,18-113,124,18,9,11,69
270531005002011,55418,11-113,53,1,11,1,39
270530003002005,55412,19-113,79,7,5,0,56
270531094001002,55408,11-113,81,15,26,3,20
270530252013000,55420,5-113,12,0,4,2,3
270530244001004,55423,18-113,61,5,4,1,44
270530216023011,55427,755-113,32,1,3,0,25
270531040013003,55414,3-113,193,111,8,5,51
270530233004023,55343,12-113,0,0,0,0,0
270530210012002,55422,14-113,88,6,4,1,71
270530208011000,55428,716-113,0,0,0,0,0
270530249032004,55423,515-113,41,0,7,0,20
270530249041007,55423,14-113,127,8,18,20,71
270530006014001,55418,4-113,28,6,1,7,14
270530237002023,55436,578-113,82,0,0,0,79
271230311002007,55106,54-113,114,12,16,51,31
271230347012006,55106,63-113,107,12,19,38,25
271230347021004,55119,219-113,93,8,29,33,19
271230411062017,55112,25-113,62,0,1,1,56
271230310004005,55130,64-113,99,27,8,39,19
271230304003015,55117,3-113,77,2,6,10,53
271230423024006,55109,64-113,45,4,0,7,34
271630703041019,55115,270-113,49,0,0,0,49
271630703044005,55090,270-113,1,0,0,0,1
271630704052025,55042,294-113,0,0,0,0,0
271630710123003,55125,350-113,352,71,19,17,229
271630706022002,55082,294-113,39,0,0,0,36
271630704053020,55042,294-113,0,0,0,0,0
271630710124010,55125,355-113,28,0,2,0,22
271410304071025,55308,887-113,81,3,3,0,72
271630710061017,55125,351-113,0,0,0,0,0
270370601052023,55118,62-113,79,5,40,0,31
271230321001005,55104,921-113,45,6,6,1,27
271230360003005,55102,54-113,0,0,0,0,0
270530257044002,55437,539-113,135,0,10,11,103
270530210013004,55427,755-113,43,4,4,1,33
270530268144004,55444,722-113,56,16,5,19,11
270370605023014,55075,71-113,0,0,0,0,0
270370604024014,55075,68-113,42,0,3,0,37
270370604023006,55075,68-113,63,3,10,0,49
270370601022021,55118,417-113,25,0,4,0,20
270370601021001,55118,75-113,25,0,5,0,17
271450116003029,56301,887-113,0,0,0,0,0
270370605031019,55076,68-113,0,0,0,0,0
270530120036004,55417,5-113,18,6,4,0,3
270531115001009,55419,4-113,80,5,0,1,71
270530202023000,55430,722-113,89,12,11,17,44
270530244001009,55423,467-113,48,8,7,6,17
270531088001007,55406,7-113,0,0,0,0,0
270531009001022,55412,32-113,102,47,15,4,30
270530263011001,55305,672-113,0,0,0,0,0
270530256033025,55431,542-113,91,3,3,3,77
270530207001013,55429,721-113,45,18,1,6,14
270530268244017,55443,722-113,12,1,0,0,8
270530216021012,55422,705-113,41,3,13,0,23
270531091003011,55410,6-113,56,0,4,1,46
270530236001003,55424,6-113,88,0,4,0,83
270530221012016,55426,9-113,49,3,0,2,43
270531007001010,55412,19-113,58,18,7,1,27
270531034001018,55411,7-113,0,0,0,0,0
270531076002022,55406,21-113,64,2,2,1,57
270531040023004,55413,61-113,0,0,0,0,0
270530216011017,55427,755-113,17,0,1,0,11
270370603022008,55075,68-113,89,5,14,6,56
270370606042006,55118,417-113,76,0,2,0,74
270370605024025,55076,71-113,55,2,7,0,44
271230308002005,55117,3-113,37,2,9,6,15
271230372005001,55107,71-113,49,16,7,0,16
271230415003007,55113,65-113,92,4,6,8,72
271230372001016,55107,71-113,60,0,22,13,8
271230417001003,55113,65-113,174,17,2,21,130
271230402002027,55110,265-113,21,0,0,0,21
271230325003004,55104,16-113,78,22,5,18,27
271230404023009,55110,270-113,137,5,5,7,119
271230405033003,55110,265-113,105,1,3,8,89
271230368002006,55102,54-113,89,0,10,2,72
271230303004022,55117,61-113,34,4,0,0,29
271230367001014,55102,74-113,56,2,1,0,52
271230367001013,55102,74-113,57,0,2,1,53
270530084001002,55407,21-113,127,25,41,4,24
271410304072013,55308,887-113,70,0,1,0,69
271410315002009,56304,887-113,0,0,0,0,0
270531086002003,55407,22-113,69,24,28,1,13
270530260076007,55344,46-113,0,0,0,0,0
270530275014005,55331,670-113,66,0,2,0,64
270530215032003,55428,756-113,53,1,11,2,30
270530212003016,55422,19-113,0,0,0,0,0
270530095001007,55407,5-113,126,17,66,0,30
270030506073005,55433,850-113,8,1,2,0,3
270030506051003,55433,850-113,225,29,7,14,164
270030508272004,55434,805-113,90,0,4,0,83
271630706022035,55082,294-113,16,1,0,0,15
